price_model,k,box_lo,box_hi,delivery_start,total_charge_MWh,total_discharge_MWh,sat_hours,total_cost
single,0,0.1,0.9,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
single,0,0.15,0.85,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
single,0,0.2,0.8,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
single,0,0.25,0.75,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
single,0,0.3,0.7,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
single,0,0.35,0.65,2018-03-15 00:00:00+00:00,6.315789473684211,5.699999999999999,0,3592.570591789385
dual,0,0.05,0.95,2018-03-15 00:00:00+00:00,11.245138761181382,10.149331696320845,4,3735.8549794201117
dual,0,0.1,0.9,2018-03-15 00:00:00+00:00,10.458877533360994,9.328216927668237,4,3733.9992407907685
dual,0,0.15,0.85,2018-03-15 00:00:00+00:00,9.875371730186936,8.827212853002486,8,3720.4289989514623
dual,0,0.2,0.8,2018-03-15 00:00:00+00:00,9.218628696131383,8.2332694905465,10,3715.4103446603185
dual,0,0.25,0.75,2018-03-15 00:00:00+00:00,9.751151732005534,8.791634526310967,11,3717.4733666389984
dual,0,0.3,0.7,2018-03-15 00:00:00+00:00,9.901974886496955,8.207298479378391,14,3761.6297136333637
dual,0,0.35,0.65,2018-03-15 00:00:00+00:00,9.105823061638253,7.552563402002205,17,3824.918241040371
single,0,0.05,0.95,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.1,0.9,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.15,0.85,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.2,0.8,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.25,0.75,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.3,0.7,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
single,0,0.35,0.65,2018-03-16 00:00:00+00:00,10.526315789473685,9.5,0,2932.2260225334485
dual,0,0.05,0.95,2018-03-16 00:00:00+00:00,12.845501007126716,11.593064658931862,0,3494.5639051677363
dual,0,0.1,0.9,2018-03-16 00:00:00+00:00,12.387340501226804,11.227600442321064,1,3462.1491682310316
dual,0,0.15,0.85,2018-03-16 00:00:00+00:00,11.900636694106428,10.944307192674378,3,3462.945119675384
dual,0,0.2,0.8,2018-03-16 00:00:00+00:00,11.717599763554585,10.85174012232864,3,3446.9003065062316
dual,0,0.25,0.75,2018-03-16 00:00:00+00:00,12.754251829262316,12.304735856286605,10,3643.440228087967
dual,0,0.3,0.7,2018-03-16 00:00:00+00:00,14.179796197098602,13.131302576623483,13,3684.0301859433644
dual,0,0.35,0.65,2018-03-16 00:00:00+00:00,21.537854434712393,18.647820212135876,16,3837.059921601178
single,0,0.05,0.95,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.1,0.9,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.15,0.85,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.2,0.8,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.25,0.75,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.3,0.7,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
single,0,0.35,0.65,2018-03-17 00:00:00+00:00,10.31578947368421,9.31,0,4132.073999974601
dual,0,0.05,0.95,2018-03-17 00:00:00+00:00,12.43543973813712,11.22298436366875,2,4239.862769244799
dual,0,0.1,0.9,2018-03-17 00:00:00+00:00,11.862942736911746,10.699452370711098,4,4233.760930330747
dual,0,0.15,0.85,2018-03-17 00:00:00+00:00,11.350397839525563,10.24373405017182,3,4228.955241334871
dual,0,0.2,0.8,2018-03-17 00:00:00+00:00,10.933142025518091,9.851461291433395,5,4223.425983919194
dual,0,0.25,0.75,2018-03-17 00:00:00+00:00,10.553942241636245,9.603100836104664,11,4208.9633632301
dual,0,0.3,0.7,2018-03-17 00:00:00+00:00,10.157452067999419,9.207748710954897,10,4197.3798859830085
dual,0,0.35,0.65,2018-03-17 00:00:00+00:00,11.612725338632593,10.575484618115915,17,4222.221391582469
single,0,0.05,0.95,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.1,0.9,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.15,0.85,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.2,0.8,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.25,0.75,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.3,0.7,2018-03-18 00:00:00+00:00,10.31578947368421,9.309999999999999,0,4672.592274023662
single,0,0.35,0.65,2018-03-18 00:00:00+00:00,10.315789473684212,9.309999999999999,0,4672.592274023662
dual,0,0.05,0.95,2018-03-18 00:00:00+00:00,11.228695996919203,10.106242707703196,7,4847.701060036797
dual,0,0.1,0.9,2018-03-18 00:00:00+00:00,11.168497749737817,10.031090560361552,10,4804.5126515471575
dual,0,0.15,0.85,2018-03-18 00:00:00+00:00,10.787476401180278,9.597446270685776,15,4768.805488048765
dual,0,0.2,0.8,2018-03-18 00:00:00+00:00,10.348931047710789,9.170963183519978,15,4760.906132801495
dual,0,0.25,0.75,2018-03-18 00:00:00+00:00,10.21072488308699,9.407586126715657,17,4864.191347456658
dual,0,0.3,0.7,2018-03-18 00:00:00+00:00,10.169116889777058,9.344501891760705,18,4914.8677766568735
dual,0,0.35,0.65,2018-03-18 00:00:00+00:00,8.825880536130882,7.6622446773146065,20,5038.541825949377
single,0,0.05,0.95,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
single,0,0.1,0.9,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
single,0,0.15,0.85,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
single,0,0.2,0.8,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
single,0,0.25,0.75,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285497
single,0,0.3,0.7,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
single,0,0.35,0.65,2018-03-19 00:00:00+00:00,8.421052631578947,7.6,0,4165.675352285496
dual,0,0.05,0.95,2018-03-19 00:00:00+00:00,9.963705519801792,8.992244231621118,0,4342.980716285202
dual,0,0.1,0.9,2018-03-19 00:00:00+00:00,8.975372553218191,8.092462957814119,1,4343.035685248064
dual,0,0.15,0.85,2018-03-19 00:00:00+00:00,8.16970712802896,7.23328985740287,10,4355.561498122207
dual,0,0.2,0.8,2018-03-19 00:00:00+00:00,7.952791792777674,7.012680006572435,12,4368.486420056808
dual,0,0.25,0.75,2018-03-19 00:00:00+00:00,7.4646371695818114,7.179893987768296,13,4427.651808373276
dual,0,0.3,0.7,2018-03-19 00:00:00+00:00,7.81484594609982,7.4135399940018045,12,4465.542489461317
dual,0,0.35,0.65,2018-03-19 00:00:00+00:00,8.859252737312257,8.335555519020264,16,4538.785597940391
single,0,0.05,0.95,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.1,0.9,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.15,0.85,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.2,0.8,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.25,0.75,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.3,0.7,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
single,0,0.35,0.65,2018-03-20 00:00:00+00:00,10.31578947368421,9.309999999999999,0,3121.4788513003605
dual,0,0.05,0.95,2018-03-20 00:00:00+00:00,12.471697832891318,11.398542618538782,4,3624.212630050527
dual,0,0.1,0.9,2018-03-20 00:00:00+00:00,12.162383115302497,11.177225475526662,3,3607.276796454241
dual,0,0.15,0.85,2018-03-20 00:00:00+00:00,12.260600416326149,11.184865148993401,3,3594.9712562396253
dual,0,0.2,0.8,2018-03-20 00:00:00+00:00,12.652712941924943,11.689137427357315,7,3681.3105287382778
dual,0,0.25,0.75,2018-03-20 00:00:00+00:00,14.465008192811455,13.537234761112149,8,3712.080458827698
dual,0,0.3,0.7,2018-03-20 00:00:00+00:00,17.202512839164157,15.879549492503983,9,3729.8308622293816
dual,0,0.35,0.65,2018-03-20 00:00:00+00:00,21.832704473594042,19.342692396758324,15,3875.3981597274283
single,0,0.05,0.95,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.1,0.9,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.15,0.85,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.2,0.8,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.25,0.75,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.3,0.7,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
single,0,0.35,0.65,2018-03-21 00:00:00+00:00,8.421052631578947,7.6,0,3073.384553158693
dual,0,0.05,0.95,2018-03-21 00:00:00+00:00,11.08464821898144,10.003895017630752,0,3255.9828385169394
dual,0,0.1,0.9,2018-03-21 00:00:00+00:00,9.911819333554764,8.854897472745254,5,3258.469922450715
dual,0,0.15,0.85,2018-03-21 00:00:00+00:00,9.292356128675175,8.128495760310253,5,3275.9093255273015
dual,0,0.2,0.8,2018-03-21 00:00:00+00:00,8.351784389066854,7.327540418810325,5,3295.0940380421057
dual,0,0.25,0.75,2018-03-21 00:00:00+00:00,7.905574779109916,7.72307221974385,8,3372.1400786100176
dual,0,0.3,0.7,2018-03-21 00:00:00+00:00,10.405383862593345,9.837977661554094,7,3343.5647933150276
dual,0,0.35,0.65,2018-03-21 00:00:00+00:00,15.402527276942807,13.323197717274242,9,3409.237718843678
single,0,0.05,0.95,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.1,0.9,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.15,0.85,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.2,0.8,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.25,0.75,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.3,0.7,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
single,0,0.35,0.65,2018-03-22 00:00:00+00:00,8.421052631578949,7.6,0,3994.8739134504667
dual,0,0.05,0.95,2018-03-22 00:00:00+00:00,10.088288605713343,9.104680466656289,0,4177.043284930065
dual,0,0.1,0.9,2018-03-22 00:00:00+00:00,9.540695557439891,8.601225117034598,2,4161.662696473764
dual,0,0.15,0.85,2018-03-22 00:00:00+00:00,8.760705285174588,7.6682463023707435,5,4167.356032865873
dual,0,0.2,0.8,2018-03-22 00:00:00+00:00,8.526361160410193,7.617407045620658,12,4155.974381251698
dual,0,0.25,0.75,2018-03-22 00:00:00+00:00,7.962122964599842,6.715923763527728,13,4175.5016250285435
dual,0,0.3,0.7,2018-03-22 00:00:00+00:00,7.980349907634879,6.679957496939372,17,4175.754029966946
dual,0,0.35,0.65,2018-03-22 00:00:00+00:00,7.548273609549718,6.912931960667759,20,4323.366992714132
single,0,0.05,0.95,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.1,0.9,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.15,0.85,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.2,0.8,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.25,0.75,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.3,0.7,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
single,0,0.35,0.65,2018-03-23 00:00:00+00:00,10.526315789473685,9.5,0,3424.1706620671844
dual,0,0.05,0.95,2018-03-23 00:00:00+00:00,13.423610796003487,12.299276994943233,5,4047.4394555171843
dual,0,0.1,0.9,2018-03-23 00:00:00+00:00,12.371661578937726,11.2829418196427,7,4031.5431533322317
dual,0,0.15,0.85,2018-03-23 00:00:00+00:00,11.928490249730917,10.81149462594125,9,4019.821403292066
dual,0,0.2,0.8,2018-03-23 00:00:00+00:00,11.979662105364485,10.784120897523849,11,4014.07484624725
dual,0,0.25,0.75,2018-03-23 00:00:00+00:00,11.335611766800874,10.414159858622735,16,3935.2226458386435
dual,0,0.3,0.7,2018-03-23 00:00:00+00:00,10.518662300975986,9.814366310487431,16,4039.5936660683074
dual,0,0.35,0.65,2018-03-23 00:00:00+00:00,14.717033863307968,14.018624241743215,20,4102.559544835121
single,0,0.05,0.95,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.1,0.9,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.15,0.85,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.2,0.8,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.25,0.75,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.3,0.7,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
single,0,0.35,0.65,2018-03-24 00:00:00+00:00,12.631578947368421,11.4,0,3908.397244977933
dual,0,0.05,0.95,2018-03-24 00:00:00+00:00,11.963178281699772,10.796768399234045,0,3974.2455592913234
dual,0,0.1,0.9,2018-03-24 00:00:00+00:00,11.619275003335291,10.4863956905101,2,3981.856798766128
dual,0,0.15,0.85,2018-03-24 00:00:00+00:00,11.563685230016375,10.43622592008978,4,3981.191837403992
dual,0,0.2,0.8,2018-03-24 00:00:00+00:00,11.595914107032403,10.454427372060763,5,3979.4249935426938
dual,0,0.25,0.75,2018-03-24 00:00:00+00:00,9.56786514505285,8.888457487466846,15,4005.434072812512
dual,0,0.3,0.7,2018-03-24 00:00:00+00:00,9.063690387296027,8.31220836097155,15,3976.7148272445997
dual,0,0.35,0.65,2018-03-24 00:00:00+00:00,10.399768554105577,9.577315928974967,18,3959.500780187738
single,0,0.05,0.95,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.1,0.9,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.15,0.85,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.2,0.8,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.25,0.75,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.3,0.7,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
single,0,0.35,0.65,2018-03-25 00:00:00+00:00,10.526315789473685,9.5,0,2878.823947656613
dual,0,0.05,0.95,2018-03-25 00:00:00+00:00,12.91791511098877,11.720743307724904,2,3473.6530160376396
dual,0,0.1,0.9,2018-03-25 00:00:00+00:00,12.219345703428967,11.426713246864534,4,3430.459229887617
dual,0,0.15,0.85,2018-03-25 00:00:00+00:00,11.218571049112997,10.673523131789224,4,3398.7714530815574
dual,0,0.2,0.8,2018-03-25 00:00:00+00:00,11.035085701555364,10.358401291575273,4,3355.4340842278752
dual,0,0.25,0.75,2018-03-25 00:00:00+00:00,11.860790273773983,11.372109114368817,10,3633.0308166642926
dual,0,0.3,0.7,2018-03-25 00:00:00+00:00,13.07333464110992,11.771131802055617,11,3675.1614146059783
dual,0,0.35,0.65,2018-03-25 00:00:00+00:00,19.445845725436953,16.82095686254958,15,3758.1659073166056
single,0,0.05,0.95,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.1,0.9,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.15,0.85,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.2,0.8,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.25,0.75,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.3,0.7,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
single,0,0.35,0.65,2018-03-26 00:00:00+00:00,8.421052631578949,7.6,0,3057.1600200390185
dual,0,0.05,0.95,2018-03-26 00:00:00+00:00,12.294077911728099,11.189156383236643,9,3827.141848183704
dual,0,0.1,0.9,2018-03-26 00:00:00+00:00,11.924308200823926,10.841344769838472,9,3817.569026863415
dual,0,0.15,0.85,2018-03-26 00:00:00+00:00,11.386163117046259,10.251427818455848,8,3819.870254168087
dual,0,0.2,0.8,2018-03-26 00:00:00+00:00,10.75454204359582,9.52524427017456,9,3862.928313334519
dual,0,0.25,0.75,2018-03-26 00:00:00+00:00,11.433247057371624,10.155491789838887,10,3848.7263116749723
dual,0,0.3,0.7,2018-03-26 00:00:00+00:00,11.19864237349071,9.81406712694891,12,3983.2617243015675
dual,0,0.35,0.65,2018-03-26 00:00:00+00:00,21.70166106912027,18.00195029953911,17,4064.4527623338317
single,0,0.05,0.95,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.1,0.9,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.15,0.85,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.2,0.8,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.25,0.75,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.3,0.7,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
single,0,0.35,0.65,2018-03-27 00:00:00+00:00,10.31578947368421,9.309999999999999,0,2963.0953492857557
dual,0,0.05,0.95,2018-03-27 00:00:00+00:00,11.890374363680204,10.340297203025305,2,3165.01473995816
dual,0,0.1,0.9,2018-03-27 00:00:00+00:00,10.753131232642398,9.097488814739485,7,3163.340784316507
dual,0,0.15,0.85,2018-03-27 00:00:00+00:00,10.244874524798593,8.731961279258003,9,3141.8326229825043
dual,0,0.2,0.8,2018-03-27 00:00:00+00:00,9.831232393284495,8.020820404287374,8,3122.8085889718745
dual,0,0.25,0.75,2018-03-27 00:00:00+00:00,9.603932043091273,7.853800187657217,10,3102.90821040199
dual,0,0.3,0.7,2018-03-27 00:00:00+00:00,9.610293156980072,7.198264637113077,11,3143.7178093619223
dual,0,0.35,0.65,2018-03-27 00:00:00+00:00,7.638444114444686,6.988695813286329,21,3085.550901436308
single,0,0.05,0.95,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.1,0.9,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.15,0.85,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.2,0.8,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.25,0.75,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.3,0.7,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
single,0,0.35,0.65,2018-03-28 00:00:00+00:00,8.421052631578949,7.6,0,2879.8392058321056
dual,0,0.05,0.95,2018-03-28 00:00:00+00:00,10.2267777041895,9.229666878031024,3,3010.711955103817
dual,0,0.1,0.9,2018-03-28 00:00:00+00:00,9.845022563380834,8.778087675074868,3,3030.322768310073
dual,0,0.15,0.85,2018-03-28 00:00:00+00:00,9.006180345872975,7.941439168384371,5,3056.2174384909445
dual,0,0.2,0.8,2018-03-28 00:00:00+00:00,8.659782571617296,7.459801014101218,5,3054.7095743246873
dual,0,0.25,0.75,2018-03-28 00:00:00+00:00,8.694933028144419,7.454491083385129,10,3047.9828993402925
dual,0,0.3,0.7,2018-03-28 00:00:00+00:00,8.622290328724773,7.062175957428847,9,3069.326636689717
dual,0,0.35,0.65,2018-03-28 00:00:00+00:00,9.769734259910969,7.64666286108301,15,3076.144315228602
single,0,0.05,0.95,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.1,0.9,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.15,0.85,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.2,0.8,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.25,0.75,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.3,0.7,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
single,0,0.35,0.65,2018-03-29 00:00:00+00:00,8.421052631578949,7.6000000000000005,0,3383.1479853911424
dual,0,0.05,0.95,2018-03-29 00:00:00+00:00,11.431520037805225,10.31837905271508,3,3841.181858762108
dual,0,0.1,0.9,2018-03-29 00:00:00+00:00,10.867962816143292,9.767453786561427,5,3814.4358838765074
dual,0,0.15,0.85,2018-03-29 00:00:00+00:00,10.188134638241776,9.289791511013203,10,3795.4057408746726
dual,0,0.2,0.8,2018-03-29 00:00:00+00:00,9.373128129517752,8.504278376366837,9,3773.07652045433
dual,0,0.25,0.75,2018-03-29 00:00:00+00:00,10.018586362920985,9.12906774837328,12,3808.4608481522946
dual,0,0.3,0.7,2018-03-29 00:00:00+00:00,8.987119646984915,8.096574380152441,13,3815.9744593983905
dual,0,0.35,0.65,2018-03-29 00:00:00+00:00,10.162420248090042,7.9609017979046435,15,3842.25040274791
single,0,0.05,0.95,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.1,0.9,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.15,0.85,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.2,0.8,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.25,0.75,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.3,0.7,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
single,0,0.35,0.65,2018-03-30 00:00:00+00:00,8.421052631578949,7.6,0,3181.073758550242
dual,0,0.05,0.95,2018-03-30 00:00:00+00:00,10.872783070191833,9.826883114948707,2,3692.3055469967007
dual,0,0.1,0.9,2018-03-30 00:00:00+00:00,10.626632596919585,9.712961786390288,2,3696.422554724325
dual,0,0.15,0.85,2018-03-30 00:00:00+00:00,9.743043292914916,8.930437066802817,2,3688.9597880700944
dual,0,0.2,0.8,2018-03-30 00:00:00+00:00,9.363336204793832,8.784914374380229,2,3702.7231212967827
dual,0,0.25,0.75,2018-03-30 00:00:00+00:00,8.254206547343342,7.8756798408778455,4,3806.998275599462
dual,0,0.3,0.7,2018-03-30 00:00:00+00:00,8.561641072810048,8.193923495847706,3,3784.021462134431
dual,0,0.35,0.65,2018-03-30 00:00:00+00:00,17.809253762822415,14.690669062706338,11,4023.4027535809346
single,0,0.05,0.95,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.1,0.9,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.15,0.85,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.2,0.8,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.25,0.75,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.3,0.7,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
single,0,0.35,0.65,2018-03-31 00:00:00+00:00,8.421052631578947,7.6000000000000005,0,3145.564962673055
dual,0,0.05,0.95,2018-03-31 00:00:00+00:00,12.337263229234413,11.134380064384057,0,3556.361590958293
dual,0,0.1,0.9,2018-03-31 00:00:00+00:00,11.833419124758858,10.679660760094865,0,3538.3331956230913
dual,0,0.15,0.85,2018-03-31 00:00:00+00:00,11.287822968447031,10.179329830318482,2,3534.835962683131
dual,0,0.2,0.8,2018-03-31 00:00:00+00:00,11.31462469437605,10.167856851189349,3,3522.3864292833186
dual,0,0.25,0.75,2018-03-31 00:00:00+00:00,11.043340504057145,10.093417274835716,4,3522.646250061844
dual,0,0.3,0.7,2018-03-31 00:00:00+00:00,12.546322943692138,11.639266200185077,7,3577.5004186817464
dual,0,0.35,0.65,2018-03-31 00:00:00+00:00,16.0556912317897,14.505699935951085,10,3766.0639176399645
single,0,0.05,0.95,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.1,0.9,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.15,0.85,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.2,0.8,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.25,0.75,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.3,0.7,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
single,0,0.35,0.65,2018-04-01 00:00:00+00:00,12.421052631578949,11.21,0,3305.1770156283915
dual,0,0.05,0.95,2018-04-01 00:00:00+00:00,11.50270543478084,10.381191654889708,0,3753.412038813303
dual,0,0.1,0.9,2018-04-01 00:00:00+00:00,11.090472706961716,10.00915161803295,0,3745.5594153760194
dual,0,0.15,0.85,2018-04-01 00:00:00+00:00,10.922624676525286,9.85766877056407,0,3735.7166127894666
dual,0,0.2,0.8,2018-04-01 00:00:00+00:00,11.413970839172851,10.301108682353497,0,3725.2990521808633
dual,0,0.25,0.75,2018-04-01 00:00:00+00:00,10.535112918168235,9.46272380195738,2,3715.8905570759016
dual,0,0.3,0.7,2018-04-01 00:00:00+00:00,10.135175947050058,9.194392028309903,3,3705.897522020384
dual,0,0.35,0.65,2018-04-01 00:00:00+00:00,19.443358350650296,16.389165779814356,15,4124.513377464206
single,0,0.05,0.95,2018-04-02 00:00:00+00:00,10.526315789473685,9.5,0,3223.1446107075976
single,0,0.1,0.9,2018-04-02 00:00:00+00:00,10.526315789473685,9.5,0,3223.1446107075976
single,0,0.15,0.85,2018-04-02 00:00:00+00:00,10.526315789473685,9.5,0,3223.1446107075976
single,0,0.2,0.8,2018-04-02 00:00:00+00:00,10.526315789473685,9.5,0,3223.1446107075976
