price_model,k,box_lo,box_hi,delivery_start,total_charge_MWh,total_discharge_MWh,sat_hours,total_cost
single,0,0.3,0.7,2018-06-13 00:00:00+00:00,14.105263157894736,12.73,0,1505.6473667036294
single,0,0.35,0.65,2018-06-13 00:00:00+00:00,14.105263157894736,12.73,0,1505.6473667036294
dual,0,0.05,0.95,2018-06-13 00:00:00+00:00,11.858005391568444,10.803363681772314,4,2591.3287995548735
dual,0,0.1,0.9,2018-06-13 00:00:00+00:00,12.679654625832123,11.610423129697491,8,2602.1313934704804
dual,0,0.15,0.85,2018-06-13 00:00:00+00:00,13.762039012423402,12.627684451055453,8,2582.021882992402
dual,0,0.2,0.8,2018-06-13 00:00:00+00:00,14.125767785940866,12.913610680270892,10,2600.9651444163046
dual,0,0.25,0.75,2018-06-13 00:00:00+00:00,15.96635403401568,14.633378400548882,13,2543.0219835046373
dual,0,0.3,0.7,2018-06-13 00:00:00+00:00,20.388752473801237,18.650788949724017,11,2550.415928299145
dual,0,0.35,0.65,2018-06-13 00:00:00+00:00,24.266839997951095,21.995823098150865,19,2743.343422781061
single,0,0.05,0.95,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.1,0.9,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.15,0.85,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.2,0.8,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.25,0.75,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.3,0.7,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
single,0,0.35,0.65,2018-06-14 00:00:00+00:00,10.526315789473685,9.5,0,1376.5814178342973
dual,0,0.05,0.95,2018-06-14 00:00:00+00:00,11.689642348002403,10.811957899748634,4,1664.09148387741
dual,0,0.1,0.9,2018-06-14 00:00:00+00:00,10.533034635075365,9.823504519771419,6,1706.8246248230198
dual,0,0.15,0.85,2018-06-14 00:00:00+00:00,9.694538806495252,9.089209679975225,6,1736.3679844810817
dual,0,0.2,0.8,2018-06-14 00:00:00+00:00,10.294271269270713,9.595399459692388,8,1767.4234236192863
dual,0,0.25,0.75,2018-06-14 00:00:00+00:00,11.631982086063248,10.710777544828979,10,1759.9088650523918
dual,0,0.3,0.7,2018-06-14 00:00:00+00:00,14.126332239513225,12.960216221225304,13,1857.5401826019443
dual,0,0.35,0.65,2018-06-14 00:00:00+00:00,17.88450408107565,15.712186992983655,18,2034.0257514149466
single,0,0.05,0.95,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.1,0.9,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.15,0.85,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.2,0.8,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.25,0.75,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.3,0.7,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
single,0,0.35,0.65,2018-06-15 00:00:00+00:00,10.526315789473683,9.5,0,2138.1133882975705
dual,0,0.05,0.95,2018-06-15 00:00:00+00:00,10.401342008365638,9.49276421341138,4,2351.391925276535
dual,0,0.1,0.9,2018-06-15 00:00:00+00:00,10.184750567140835,9.362005267419336,8,2347.52453920501
dual,0,0.15,0.85,2018-06-15 00:00:00+00:00,9.916858554419699,9.176419882552647,9,2314.8484518101645
dual,0,0.2,0.8,2018-06-15 00:00:00+00:00,9.651920872095474,8.928380113071483,11,2327.247851398482
dual,0,0.25,0.75,2018-06-15 00:00:00+00:00,9.626466403208205,8.78092065781355,14,2377.0160653881694
dual,0,0.3,0.7,2018-06-15 00:00:00+00:00,9.97677731271378,9.197324086484976,14,2406.3599653609836
dual,0,0.35,0.65,2018-06-15 00:00:00+00:00,9.157614430071273,7.948394788315724,17,2333.8328460857438
single,0,0.05,0.95,2018-06-16 00:00:00+00:00,10.526315789473683,9.5,0,2085.0818302052994
single,0,0.1,0.9,2018-06-16 00:00:00+00:00,10.526315789473683,9.5,0,2085.0818302052994
single,0,0.15,0.85,2018-06-16 00:00:00+00:00,10.526315789473685,9.5,0,2085.0818302053
single,0,0.2,0.8,2018-06-16 00:00:00+00:00,10.526315789473683,9.5,0,2085.0818302052994
single,0,0.25,0.75,2018-06-16 00:00:00+00:00,10.526315789473685,9.5,0,2085.0818302053
single,0,0.3,0.7,2018-06-16 00:00:00+00:00,10.526315789473683,9.5,0,2085.0818302052994
single,0,0.35,0.65,2018-06-16 00:00:00+00:00,10.526315789473685,9.5,0,2085.0818302053
dual,0,0.05,0.95,2018-06-16 00:00:00+00:00,11.303134616367407,10.201078991271586,2,2290.817576251165
dual,0,0.1,0.9,2018-06-16 00:00:00+00:00,11.086883642658277,9.962513259249285,5,2269.6138107613733
dual,0,0.15,0.85,2018-06-16 00:00:00+00:00,10.910276186240877,9.728201137350956,8,2236.5220763804136
dual,0,0.2,0.8,2018-06-16 00:00:00+00:00,11.029450544890427,9.793568192440501,7,2249.476008465264
dual,0,0.25,0.75,2018-06-16 00:00:00+00:00,13.471986141672737,11.068586402604922,12,2405.061667416197
dual,0,0.3,0.7,2018-06-16 00:00:00+00:00,15.549002808042728,12.737994542249798,15,2485.819284816807
dual,0,0.35,0.65,2018-06-16 00:00:00+00:00,16.90788888769181,14.213270451164151,14,2443.669739033
single,0,0.05,0.95,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.1,0.9,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.15,0.85,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.2,0.8,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.25,0.75,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.3,0.7,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
single,0,0.35,0.65,2018-06-17 00:00:00+00:00,12.421052631578947,11.21,0,2596.2401110524006
dual,0,0.05,0.95,2018-06-17 00:00:00+00:00,13.247228753038765,11.955623949617486,0,2756.8332181845612
dual,0,0.1,0.9,2018-06-17 00:00:00+00:00,12.925296630224732,11.641426075515811,1,2750.4395886653756
dual,0,0.15,0.85,2018-06-17 00:00:00+00:00,12.990742928076134,11.658399883991214,5,2741.436101502879
dual,0,0.2,0.8,2018-06-17 00:00:00+00:00,12.86295196176273,11.515722060757229,5,2729.1086219882013
dual,0,0.25,0.75,2018-06-17 00:00:00+00:00,12.83363914054178,11.439492992605068,15,2926.1879806793313
dual,0,0.3,0.7,2018-06-17 00:00:00+00:00,12.743050066932057,9.981421147083314,16,3033.971129144888
dual,0,0.35,0.65,2018-06-17 00:00:00+00:00,12.915140815007879,9.75591458554461,22,3123.711927216112
single,0,0.05,0.95,2018-06-18 00:00:00+00:00,12.210526315789473,11.02,0,2350.5699376855946
single,0,0.1,0.9,2018-06-18 00:00:00+00:00,12.210526315789473,11.02,0,2350.5699376855946
single,0,0.15,0.85,2018-06-18 00:00:00+00:00,12.210526315789474,11.02,0,2350.5699376855946
single,0,0.2,0.8,2018-06-18 00:00:00+00:00,12.210526315789473,11.02,0,2350.5699376855946
single,0,0.25,0.75,2018-06-18 00:00:00+00:00,12.210526315789474,11.02,0,2350.5699376855946
single,0,0.3,0.7,2018-06-18 00:00:00+00:00,12.210526315789473,11.02,0,2350.5699376855946
single,0,0.35,0.65,2018-06-18 00:00:00+00:00,12.210526315789473,11.02,0,2350.5699376855946
dual,0,0.05,0.95,2018-06-18 00:00:00+00:00,13.231246346244369,11.94119982748554,0,2585.90940484127
dual,0,0.1,0.9,2018-06-18 00:00:00+00:00,12.924862520142822,11.587843160073252,2,2532.1277036054053
dual,0,0.15,0.85,2018-06-18 00:00:00+00:00,12.962616719323803,11.456183415345276,7,2506.220513250696
dual,0,0.2,0.8,2018-06-18 00:00:00+00:00,12.735631987851633,11.104800062734732,9,2483.255635733351
dual,0,0.25,0.75,2018-06-18 00:00:00+00:00,13.071803314061569,11.281978145987658,14,2542.5674117792423
dual,0,0.3,0.7,2018-06-18 00:00:00+00:00,12.394510397261216,10.541457601986718,13,2509.8094564427365
dual,0,0.35,0.65,2018-06-18 00:00:00+00:00,12.071632731586734,9.894049948136349,19,2564.2418202489544
single,0,0.05,0.95,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.1,0.9,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.15,0.85,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.2,0.8,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.25,0.75,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.3,0.7,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
single,0,0.35,0.65,2018-06-19 00:00:00+00:00,10.421052631578949,9.405000000000001,0,2320.1313323024365
dual,0,0.05,0.95,2018-06-19 00:00:00+00:00,11.053436782893385,9.975726696561278,0,2561.4491752745193
dual,0,0.1,0.9,2018-06-19 00:00:00+00:00,10.255463209687605,9.255555546743063,0,2525.6331132075115
dual,0,0.15,0.85,2018-06-19 00:00:00+00:00,9.705097807710196,8.71939444821981,1,2495.6655059001173
dual,0,0.2,0.8,2018-06-19 00:00:00+00:00,9.437405233316696,8.473594814308242,1,2480.1443145704857
dual,0,0.25,0.75,2018-06-19 00:00:00+00:00,11.555607309721339,11.202243974068615,7,2614.384589125726
dual,0,0.3,0.7,2018-06-19 00:00:00+00:00,14.873120692852858,14.029401403982336,13,2662.213074793711
dual,0,0.35,0.65,2018-06-19 00:00:00+00:00,18.45373199707,16.25675363195726,15,2745.11393478233
single,0,0.05,0.95,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.1,0.9,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.15,0.85,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.2,0.8,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.25,0.75,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.3,0.7,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
single,0,0.35,0.65,2018-06-20 00:00:00+00:00,12.742382271468143,11.5,0,2555.9512548025814
dual,0,0.05,0.95,2018-06-20 00:00:00+00:00,13.131529917549214,11.851205750588166,0,2704.220194351845
dual,0,0.1,0.9,2018-06-20 00:00:00+00:00,11.61751176675234,10.263456257447753,7,2726.2221467787026
dual,0,0.15,0.85,2018-06-20 00:00:00+00:00,11.469306895396915,10.185375779651796,11,2718.406190667752
dual,0,0.2,0.8,2018-06-20 00:00:00+00:00,11.659268237299822,10.422359953880498,14,2707.7288756799444
dual,0,0.25,0.75,2018-06-20 00:00:00+00:00,12.502283276262997,10.673949171619766,16,2740.256807644254
dual,0,0.3,0.7,2018-06-20 00:00:00+00:00,12.971053023103737,10.8514891642021,15,2751.131987741739
dual,0,0.35,0.65,2018-06-20 00:00:00+00:00,9.03412426983594,8.818238870966729,17,2695.851474372007
single,0,0.05,0.95,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.1,0.9,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.15,0.85,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.2,0.8,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.25,0.75,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.3,0.7,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
single,0,0.35,0.65,2018-06-21 00:00:00+00:00,10.526315789473685,9.5,0,1188.4879110095128
dual,0,0.05,0.95,2018-06-21 00:00:00+00:00,11.735017038559057,10.715459196637951,2,1397.1911188431927
dual,0,0.1,0.9,2018-06-21 00:00:00+00:00,11.269073565443598,10.261292103687603,4,1390.5614137254158
dual,0,0.15,0.85,2018-06-21 00:00:00+00:00,10.757967271400716,9.59338499511816,4,1378.7066737882164
dual,0,0.2,0.8,2018-06-21 00:00:00+00:00,10.55238264061771,9.374017642592676,5,1376.441907227027
dual,0,0.25,0.75,2018-06-21 00:00:00+00:00,12.356630564330505,11.048246090639504,6,1442.4154256586921
dual,0,0.3,0.7,2018-06-21 00:00:00+00:00,13.154252094784603,12.052119339737141,10,1477.9794778624398
dual,0,0.35,0.65,2018-06-21 00:00:00+00:00,24.527365887917906,20.617451924149613,17,1660.8189793426202
single,0,0.05,0.95,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.1,0.9,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.15,0.85,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.2,0.8,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.25,0.75,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.3,0.7,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
single,0,0.35,0.65,2018-06-22 00:00:00+00:00,8.421052631578949,7.6,0,891.0685507160599
dual,0,0.05,0.95,2018-06-22 00:00:00+00:00,9.192447684135635,8.507456694558645,1,1263.891070134542
dual,0,0.1,0.9,2018-06-22 00:00:00+00:00,9.064230371487902,8.406662968814306,3,1254.7971670689826
dual,0,0.15,0.85,2018-06-22 00:00:00+00:00,8.81591228326533,8.16039724480491,4,1247.4448279832454
dual,0,0.2,0.8,2018-06-22 00:00:00+00:00,8.514940999092259,8.280380253272472,6,1268.8941161890887
dual,0,0.25,0.75,2018-06-22 00:00:00+00:00,16.310967378034036,14.882303215650955,11,1375.6563294231742
dual,0,0.3,0.7,2018-06-22 00:00:00+00:00,22.33314308309258,20.250661632491052,16,1477.32717780635
dual,0,0.35,0.65,2018-06-22 00:00:00+00:00,25.436105120391296,23.051084871153147,21,1685.6901187420985
single,0,0.05,0.95,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.1,0.9,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.15,0.85,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.2,0.8,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.25,0.75,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.3,0.7,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
single,0,0.35,0.65,2018-06-23 00:00:00+00:00,10.526315789473685,9.5,0,865.6613432937515
dual,0,0.05,0.95,2018-06-23 00:00:00+00:00,9.981585349705275,9.04568774878659,2,1224.5030906076004
dual,0,0.1,0.9,2018-06-23 00:00:00+00:00,9.977050217884608,9.052510518631877,3,1222.753791531798
dual,0,0.15,0.85,2018-06-23 00:00:00+00:00,9.64495165472381,8.767171956569147,4,1219.7377794095023
dual,0,0.2,0.8,2018-06-23 00:00:00+00:00,10.374072137816878,9.619358021373507,6,1222.9926572683262
dual,0,0.25,0.75,2018-06-23 00:00:00+00:00,22.20344147573608,19.170443977988185,15,1460.5417093833125
dual,0,0.3,0.7,2018-06-23 00:00:00+00:00,23.768839603107978,20.149961725498784,14,1506.4733463467546
dual,0,0.35,0.65,2018-06-23 00:00:00+00:00,22.398512097721635,19.127764183351083,17,1600.751576439453
single,0,0.05,0.95,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.7090579548989
single,0,0.1,0.9,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.709057954899
single,0,0.15,0.85,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.709057954899
single,0,0.2,0.8,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.709057954899
single,0,0.25,0.75,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.7090579548989
single,0,0.3,0.7,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.709057954899
single,0,0.35,0.65,2018-06-24 00:00:00+00:00,10.526315789473683,9.5,0,989.709057954899
dual,0,0.05,0.95,2018-06-24 00:00:00+00:00,9.918520703839329,8.951464935215,0,1041.9631792231496
dual,0,0.1,0.9,2018-06-24 00:00:00+00:00,9.338905753734656,8.415615628983529,5,1037.8311184060005
dual,0,0.15,0.85,2018-06-24 00:00:00+00:00,8.438370003101081,7.556191933218586,5,1041.6013099101654
dual,0,0.2,0.8,2018-06-24 00:00:00+00:00,8.800462319660511,7.84290713234232,6,1042.9949765001659
dual,0,0.25,0.75,2018-06-24 00:00:00+00:00,11.497348696397538,10.090476885951253,16,1147.857966083595
dual,0,0.3,0.7,2018-06-24 00:00:00+00:00,11.433941564880929,10.095469070911003,16,1165.405267465198
dual,0,0.35,0.65,2018-06-24 00:00:00+00:00,10.468091531406246,9.542452607094138,18,1297.3682925378216
single,0,0.05,0.95,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.1,0.9,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.15,0.85,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.2,0.8,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.25,0.75,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.3,0.7,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
single,0,0.35,0.65,2018-06-25 00:00:00+00:00,8.421052631578949,7.6,0,1164.0044495142038
dual,0,0.05,0.95,2018-06-25 00:00:00+00:00,8.576474146659464,7.740267917360168,0,1282.8617405544753
dual,0,0.1,0.9,2018-06-25 00:00:00+00:00,8.511953124072011,7.688800099339476,1,1271.6842122268667
dual,0,0.15,0.85,2018-06-25 00:00:00+00:00,8.250621194091837,7.43699546594449,2,1254.247882628857
dual,0,0.2,0.8,2018-06-25 00:00:00+00:00,7.992231322849822,7.456176259700067,4,1335.4495287133502
dual,0,0.25,0.75,2018-06-25 00:00:00+00:00,15.117355050274071,13.113966743219626,5,1410.7376321875224
dual,0,0.3,0.7,2018-06-25 00:00:00+00:00,16.810447733292378,14.363036271929298,6,1510.581347316193
dual,0,0.35,0.65,2018-06-25 00:00:00+00:00,13.593599704872755,11.568708857603065,14,1583.7294841937974
single,0,0.05,0.95,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.1,0.9,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.15,0.85,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.2,0.8,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.25,0.75,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.3,0.7,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
single,0,0.35,0.65,2018-06-26 00:00:00+00:00,10.315789473684212,9.309999999999999,0,1066.402750841134
dual,0,0.05,0.95,2018-06-26 00:00:00+00:00,10.242152274227742,9.243542427490539,0,1609.163493089204
dual,0,0.1,0.9,2018-06-26 00:00:00+00:00,10.526736824907694,9.51481063844053,1,1577.4410492794282
dual,0,0.15,0.85,2018-06-26 00:00:00+00:00,10.06516044779113,9.216501832768213,3,1577.2984565167262
dual,0,0.2,0.8,2018-06-26 00:00:00+00:00,9.630721831107653,8.997273325367638,5,1652.7025371901268
dual,0,0.25,0.75,2018-06-26 00:00:00+00:00,16.95086566554607,15.51118713761427,9,1696.9806842070466
dual,0,0.3,0.7,2018-06-26 00:00:00+00:00,23.60127698994259,20.777866834496002,11,1804.5822186215203
dual,0,0.35,0.65,2018-06-26 00:00:00+00:00,28.24335611599193,23.867477176298443,18,1980.617802968644
single,0,0.05,0.95,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.1,0.9,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.15,0.85,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.2,0.8,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.25,0.75,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.3,0.7,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
single,0,0.35,0.65,2018-06-27 00:00:00+00:00,8.421052631578949,7.6,0,1002.4179250778001
dual,0,0.05,0.95,2018-06-27 00:00:00+00:00,8.083321840095966,7.376452610009599,1,1543.274157051827
dual,0,0.1,0.9,2018-06-27 00:00:00+00:00,7.782063576406868,7.207862007761934,2,1523.2693209549288
dual,0,0.15,0.85,2018-06-27 00:00:00+00:00,7.487908688994921,6.961710237881482,2,1499.7917501444963
dual,0,0.2,0.8,2018-06-27 00:00:00+00:00,7.211952425952848,7.433865109147544,4,1536.048699010181
dual,0,0.25,0.75,2018-06-27 00:00:00+00:00,20.62557006056143,18.673390674478707,10,1657.0483009758955
dual,0,0.3,0.7,2018-06-27 00:00:00+00:00,24.868522768010138,22.22608848447556,13,1699.0299648240652
dual,0,0.35,0.65,2018-06-27 00:00:00+00:00,28.428895720409336,24.98105304558958,18,1769.0386007202562
single,0,0.05,0.95,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.1,0.9,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.15,0.85,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.2,0.8,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.25,0.75,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.3,0.7,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
single,0,0.35,0.65,2018-06-28 00:00:00+00:00,8.421052631578949,7.6,0,1089.9090424488488
dual,0,0.05,0.95,2018-06-28 00:00:00+00:00,8.439163327074121,7.616344902684395,0,1191.3670950975304
dual,0,0.1,0.9,2018-06-28 00:00:00+00:00,8.541697188777079,7.709434658820063,1,1185.3338852314578
dual,0,0.15,0.85,2018-06-28 00:00:00+00:00,8.26938401148054,7.463119070361188,3,1181.1238293451383
dual,0,0.2,0.8,2018-06-28 00:00:00+00:00,8.145027776829972,7.530516752497853,7,1233.6852704021621
dual,0,0.25,0.75,2018-06-28 00:00:00+00:00,12.454124357090361,10.944921064991853,10,1259.7535982616812
dual,0,0.3,0.7,2018-06-28 00:00:00+00:00,13.223212913001733,11.530907824961488,10,1308.8846414196723
dual,0,0.35,0.65,2018-06-28 00:00:00+00:00,11.1857822945739,10.108127163911067,17,1338.9045301258025
single,0,0.05,0.95,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.1,0.9,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.15,0.85,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.2,0.8,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.25,0.75,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.3,0.7,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
single,0,0.35,0.65,2018-06-29 00:00:00+00:00,10.315789473684212,9.31,0,959.986773896994
dual,0,0.05,0.95,2018-06-29 00:00:00+00:00,9.431239582239366,8.511693722971028,0,1064.7749045811497
dual,0,0.1,0.9,2018-06-29 00:00:00+00:00,9.458873861585163,8.536633660080609,0,1062.4084126271994
dual,0,0.15,0.85,2018-06-29 00:00:00+00:00,9.678671080410343,8.678358968423515,3,1065.978840191677
dual,0,0.2,0.8,2018-06-29 00:00:00+00:00,9.69255132899789,8.429478150754182,3,1073.9266007404754
dual,0,0.25,0.75,2018-06-29 00:00:00+00:00,12.85315395796173,10.975158318539489,13,1123.43715935635
dual,0,0.3,0.7,2018-06-29 00:00:00+00:00,13.25074269670182,11.065450806874079,11,1199.5727468874534
dual,0,0.35,0.65,2018-06-29 00:00:00+00:00,12.212677891483477,10.411919110241307,16,1247.0202749707582
single,0,0.05,0.95,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.1,0.9,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.15,0.85,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.2,0.8,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.25,0.75,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.3,0.7,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
single,0,0.35,0.65,2018-06-30 00:00:00+00:00,10.537396121883656,9.51,0,1179.3963026670997
dual,0,0.05,0.95,2018-06-30 00:00:00+00:00,12.35259322782583,11.120213102614246,1,1330.7438755284395
dual,0,0.1,0.9,2018-06-30 00:00:00+00:00,12.292560491306752,10.894262761767646,3,1320.640444301766
dual,0,0.15,0.85,2018-06-30 00:00:00+00:00,12.13972154407455,10.670295687271235,7,1308.8107147346473
dual,0,0.2,0.8,2018-06-30 00:00:00+00:00,11.729179679024913,10.280211872735123,8,1300.000332900756
dual,0,0.25,0.75,2018-06-30 00:00:00+00:00,12.659767996596713,11.429023636026361,15,1382.0543883692185
dual,0,0.3,0.7,2018-06-30 00:00:00+00:00,11.836212811083225,11.493273751145772,17,1398.5121553756076
dual,0,0.35,0.65,2018-06-30 00:00:00+00:00,12.336706641965202,12.220710646983374,20,1628.6136973118162
single,0,0.05,0.95,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.728639867251
single,0,0.1,0.9,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.728639867251
single,0,0.15,0.85,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.728639867251
single,0,0.2,0.8,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.7286398672513
single,0,0.25,0.75,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.728639867251
single,0,0.3,0.7,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.728639867251
single,0,0.35,0.65,2018-07-01 00:00:00+00:00,10.526315789473685,9.5,0,1964.7286398672513
dual,0,0.05,0.95,2018-07-01 00:00:00+00:00,11.10341820898073,10.169239592158295,3,2718.4960654119072
dual,0,0.1,0.9,2018-07-01 00:00:00+00:00,10.47861506417335,9.651037682230065,9,2712.1253789690923
